Title,Price_in_lacs,Auction-rating,img,Model,driven-in_kms,Type,Engine,Transmission_type
Toyota Land Cruiser 100 Series 2004 VX Limited 4.2D for Sale,"

                        PKR 80 ",,https://cache1.pakwheels.com/ad_pictures/9246/tn_toyota-land-cruiser-vx-limi-4-2d-2004-92460705.webp,2004,"223,000 km",Diesel,4200 cc,Automatic
KIA Sportage  2023 Black Limited Edition for Sale,"

                        PKR 94.5 ",,https://cache2.pakwheels.com/ad_pictures/9556/tn_kia-sportage-black-limited-edition-2023-95569560.webp,2023,500 km,Petrol,2000 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,"

                        PKR 41.75 ",,https://cache2.pakwheels.com/ad_pictures/9557/tn_honda-vezel-hybrid-z-2014-95573409.webp,2014,"106,000 km",Hybrid,1500 cc,Automatic
Ford Ranger  2013 Wildtrak for Sale,"

                        PKR 79 ",9.8/10,https://cache2.pakwheels.com/ad_pictures/9555/tn_ford-ranger-wildtrak-2013-95555733.webp,2013,"98,000 km",Diesel,3198 cc,Automatic
Toyota Premio  2009 F Prime Selection 1.5 for Sale,"

                        PKR 42.5 ",,https://cache4.pakwheels.com/ad_pictures/9557/tn_toyota-premio-x-prime-selection-1-5-2009-95579566.webp,2009,"140,000 km",Petrol,1500 cc,Automatic
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,"

                        PKR 21.95 ",,https://cache4.pakwheels.com/ad_pictures/9558/tn_honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2011-95581154.webp,2011,"86,488 km",Petrol,1800 cc,Automatic
Suzuki Mehran  1990 VX for Sale,"

                        PKR 2.8 ",,https://cache3.pakwheels.com/ad_pictures/9052/tn_suzuki-mehran-vx-2-1990-90521193.webp,1990,"100,000 km",Petrol,800 cc,Manual
Volkswagen Other  2004  for Sale,"

                        PKR 16.5 ",,https://cache2.pakwheels.com/ad_pictures/9558/tn_volkswagen-any-model-99-2004-95585176.webp,2004,"200,000 km",Petrol,1600 cc,Automatic
Daihatsu Mira  2011 X Memorial Edition for Sale,"

                        PKR 20 ",,https://cache4.pakwheels.com/ad_pictures/9554/tn_daihatsu-mira-x-memorial-edition-2011-95546340.webp,2011,"88,000 km",Petrol,660 cc,Automatic
Suzuki Cultus  2018 Auto Gear Shift for Sale,"

                        PKR 30 ",8.9/10,https://cache1.pakwheels.com/ad_pictures/9565/tn_suzuki-cultus-auto-gear-shift-vxl-2018-95655062.webp,2018,"13,500 km",Petrol,1000 cc,Automatic
Suzuki Swift  2022 GLX CVT for Sale,"

                        PKR 43.65 ",,https://cache4.pakwheels.com/ad_pictures/9548/tn_suzuki-swift-glx-cvt-2022-95489501.webp,2022,"11,347 km",Petrol,1242 cc,Automatic
Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,"

                        PKR 44 ",,https://cache4.pakwheels.com/ad_pictures/9560/tn_toyota-yaris-ativ-x-cvt-1-5-2021-95605344.webp,2021,"56,500 km",Petrol,1500 cc,Automatic
Nissan Dayz  2020 Highway star S hybrid X pro pilot for Sale,"

                        PKR 36.5 ",,https://cache3.pakwheels.com/ad_pictures/9560/tn_nissan-dayz-highway-star-s-hybrid-x-pro-pilot-2020-95607310.webp,2020,"28,000 km",Hybrid,659 cc,Automatic
Honda N Wgn  2014 C for Sale,"

                        PKR 21 ",,https://cache1.pakwheels.com/ad_pictures/9570/tn_honda-n-wgn-c-4-2014-95705888.webp,2014,"188,000 km",Petrol,660 cc,Automatic
Mazda 626  2003  for Sale,"

                        PKR 17.5 ",,https://cache2.pakwheels.com/ad_pictures/9560/tn_mazda-626-2003-95602288.webp,2003,"123,450 km",Petrol,1600 cc,Automatic
KIA Sportage  2021 AWD for Sale,"

                        PKR 80 ",,https://cache3.pakwheels.com/ad_pictures/7102/Slide_kia-sportage-awd-2021-71028410.jpg,2021,"10,000 km",Petrol,0.0 kWh,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi Special Edition for Sale,"

                        PKR 38.5 ",,https://cache4.pakwheels.com/ad_pictures/9561/tn_toyota-corolla-gli-1-3-vvti-special-edition-2018-95611448.webp,2018,"61,000 km",Petrol,1300 cc,Manual
Toyota Hilux  2023 Revo Rocco for Sale,"

                        PKR 1.5 ",9/10,https://cache2.pakwheels.com/ad_pictures/9559/tn_toyota-hilux-revo-rocco-2023-95595886.webp,2023,"12,000 km",Diesel,2800 cc,Automatic
Daihatsu Hijet  2013  for Sale,"

                        PKR 15.9 ",,https://cache3.pakwheels.com/ad_pictures/9523/tn_daihatsu-hijet-van-2013-95236159.webp,2013,"110,000 km",Petrol,660 cc,Automatic
Toyota Aqua  2019 S for Sale,"

                        PKR 59 ",,https://cache1.pakwheels.com/ad_pictures/9562/tn_toyota-aqua-s-15-2019-95626703.webp,2019,"17,800 km",Hybrid,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 44.5 ",9/10,https://cache3.pakwheels.com/ad_pictures/9312/tn_honda-civic-oriel-1-8-i-vtec-cvt-2017-93127536.webp,2017,"66,000 km",Petrol,1800 cc,Automatic
Toyota Vitz  2013 F 1.0 for Sale,"

                        PKR 25.5 ",,https://cache4.pakwheels.com/ad_pictures/9562/tn_toyota-vitz-1-0-f-2013-95629694.webp,2013,"115,000 km",Petrol,1000 cc,Automatic
Daihatsu Terios Kid  2008 Custom X for Sale,"

                        PKR 16 ",,https://cache3.pakwheels.com/ad_pictures/9553/tn_daihatsu-terios-kid-custom-x-3-2008-95531972.webp,2008,"150,000 km",Petrol,660 cc,Automatic
Daihatsu Mira  2020 X SA lll for Sale,"

                        PKR 35.5 ",,https://cache1.pakwheels.com/ad_pictures/9563/tn_daihatsu-mira-x-sa-lll-2020-95633339.webp,2020,"9,400 km",Petrol,660 cc,Automatic
Suzuki Every 11th Generation (JDM) 2012 Join for Sale,"

                        PKR 15.9 ",,https://cache4.pakwheels.com/ad_pictures/9563/tn_suzuki-every-join-2-2012-95638647.webp,2012,"152,000 km",Petrol,660 cc,Automatic
Toyota Passo  2007 G 1.0 for Sale,"

                        PKR 17.35 ",,https://cache2.pakwheels.com/ad_pictures/9564/tn_toyota-passo-1-0-g-2007-95644664.webp,2007,"118,000 km",Petrol,1000 cc,Automatic
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC for Sale,"

                        PKR 20.25 ",,https://cache4.pakwheels.com/ad_pictures/9565/tn_honda-civic-vti-1-8-i-vtec-prosmatec-2010-95651118.webp,2010,"87,000 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,"

                        PKR 29.9 ",,https://cache1.pakwheels.com/ad_pictures/9559/tn_honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-95597577.webp,2013,"97,000 km",Petrol,1800 cc,Automatic
Suzuki Khyber  1999  for Sale,"

                        PKR 4.65 ",,https://cache4.pakwheels.com/ad_pictures/9566/tn_suzuki-khyber-1999-95666050.webp,1999,99 km,Petrol,1000 cc,Manual
Toyota Vitz  2004 FL 1.0 for Sale,"

                        PKR 18 ",,https://cache2.pakwheels.com/ad_pictures/9565/tn_toyota-vitz-1-0-fl-2004-95654591.webp,2004,"156,000 km",Petrol,1000 cc,Automatic
Toyota Coaster  2014  for Sale,"

                        PKR 1.35 ",,https://cache3.pakwheels.com/ad_pictures/9567/tn_toyota-coaster-2014-95670053.webp,2014,"200,000 km",Diesel,4000 cc,Manual
Honda City  2008 i-DSI for Sale,"

                        PKR 17.85 ",,https://cache3.pakwheels.com/ad_pictures/9564/tn_honda-city-i-dsi-2008-95641949.webp,2008,"127,500 km",Petrol,1300 cc,Manual
Toyota Yaris Hatchback  2020  for Sale,"

                        PKR 47 ",,https://cache3.pakwheels.com/ad_pictures/9120/tn_toyota-yaris-hatchback-2020-91205360.webp,2020,"25,903 km",Petrol,1000 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,"

                        PKR 54.5 ",8.7/10,https://cache4.pakwheels.com/ad_pictures/9434/tn_toyota-corolla-altis-1-8-grande-automatic-2019-94344133.webp,2019,"43,000 km",Petrol,1800 cc,Automatic
Suzuki Cultus  2015 EURO II for Sale,"

                        PKR 13.15 ",,https://cache3.pakwheels.com/ad_pictures/9568/tn_suzuki-cultus-vxri-euro-ii-2015-95683233.webp,2015,"95,000 km",Petrol,1000 cc,Manual
Toyota Land Cruiser  2023 ZX for Sale,"

                        PKR 8.3 ",,https://cache3.pakwheels.com/ad_pictures/9567/tn_toyota-land-cruiser-zx-2-2023-95673836.webp,2023,354 km,Petrol,3500 cc,Automatic
Toyota Corolla  2008 GLi 1.3 for Sale,"

                        PKR 19.5 ",,https://cache3.pakwheels.com/ad_pictures/9568/tn_toyota-corolla-gli-2-2008-95680530.webp,2008,"94,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2010 XLi VVTi for Sale,"

                        PKR 20 ",8.8/10,https://cache4.pakwheels.com/ad_pictures/9568/tn_toyota-corolla-xli-vvti-2010-95689035.webp,2010,"150,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,"

                        PKR 39.95 ",,https://cache3.pakwheels.com/ad_pictures/9211/tn_toyota-corolla-altis-1-8-grande-automatic-2015-92119148.webp,2015,"62,200 km",Petrol,1800 cc,Automatic
Honda City  2016 1.3 i-VTEC for Sale,"

                        PKR 2,580
                  ",9.2/10,https://cache4.pakwheels.com/ad_pictures/9547/tn_honda-city-i-vtec-2-2016-95474027.webp,2016,"91,000 km",Petrol,1300 cc,Manual
Toyota Vitz  2012 F 1.0 for Sale,"

                        PKR 25 ",,https://cache4.pakwheels.com/ad_pictures/9570/tn_toyota-vitz-1-0-f-2012-95706476.webp,2012,"132,000 km",Petrol,1000 cc,Automatic
Toyota Prado  2004  for Sale,"

                        PKR 60 ",9.8/10,https://cache2.pakwheels.com/ad_pictures/9147/tn_toyota-prado-2004-91475499.webp,2004,"140,000 km",Diesel,3000 cc,Manual
Toyota Prado  2017 TX L Package 2.7 for Sale,"

                        PKR 3.05 ",8.5/10,https://cache4.pakwheels.com/ad_pictures/8149/tn_toyota-prado-tx-l-package-2-7-2017-81491611.webp,2017,"29,060 km",Petrol,2700 cc,Automatic
Honda Insight  2010 G for Sale,"

                        PKR 26.5 ",,https://cache2.pakwheels.com/ad_pictures/9565/tn_honda-insight-g-11-2010-95659689.webp,2010,"90,000 km",Petrol,1300 cc,Automatic
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,"

                        PKR 36 ",6.8/10,https://cache1.pakwheels.com/ad_pictures/9440/tn_honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-94405113.webp,2015,"178,302 km",Petrol,1800 cc,Automatic
Toyota Sienta  2018  for Sale,"

                        PKR 67 ",,https://cache2.pakwheels.com/ad_pictures/9333/tn_toyota-sienta-2018-93335391.webp,2018,"66,471 km",Hybrid,1500 cc,Automatic
Suzuki Alto  2023 VXR for Sale,"

                        PKR 26.12 ",8.2/10,https://cache1.pakwheels.com/ad_pictures/9004/tn_suzuki-alto-vxr-2-2023-90049624.webp,2023,10 km,Petrol,660 cc,Manual
Daihatsu Mira  2020 L for Sale,"

                        PKR 33.5 ",10/10,https://cache1.pakwheels.com/ad_pictures/9484/tn_daihatsu-mira-l-10-2020-94849345.webp,2020,"22,000 km",Petrol,660 cc,Automatic
Toyota Hilux  2012  for Sale,"

                        PKR 72.5 ",,https://cache4.pakwheels.com/ad_pictures/9494/tn_toyota-hilux-2012-94940330.webp,2012,"153,080 km",Petrol,4000 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,"

                        PKR 81 ",,https://cache1.pakwheels.com/ad_pictures/9471/tn_toyota-c-hr-g-led-2018-94710478.webp,2018,"52,000 km",Hybrid,1800 cc,Automatic
Toyota Mark X  2010 250 RDS for Sale,"

                        PKR 85 ",,https://cache1.pakwheels.com/ad_pictures/9139/tn_toyota-mark-x-250-rds-2010-91397697.webp,2010,"46,500 km",Petrol,2500 cc,Automatic
Isuzu D-Max  2021 V-Cross Automatic 3.0 for Sale,"

                        PKR 1.03 ",9.9/10,https://cache3.pakwheels.com/ad_pictures/8963/tn_isuzu-d-max-v-cross-automatic-3-0-2021-89634106.webp,2021,"12,000 km",Diesel,0.0 kWh,Automatic
Toyota Land Cruiser  2013 AX for Sale,"

                        PKR 2.45 ",8.7/10,https://cache3.pakwheels.com/ad_pictures/9494/tn_toyota-land-cruiser-ax-2-2013-94949217.webp,2013,"93,000 km",Petrol,4600 cc,Automatic
Ford Mustang  1972  for Sale,"

                        PKR 16.5 ",,https://cache1.pakwheels.com/ad_pictures/9489/tn_ford-mustang-1972-94893949.webp,1972,500 km,Petrol,3000 cc,Automatic
Nissan Clipper  2019  for Sale,"

                        PKR 25.25 ",,https://cache1.pakwheels.com/ad_pictures/9482/tn_nissan-clipper-2019-94823937.webp,2019,"61,000 km",Petrol,660 cc,Manual
Nissan Serena  2018  for Sale,"

                        PKR 75 ",,https://cache2.pakwheels.com/ad_pictures/9364/tn_nissan-serena-2018-93649931.webp,2018,"65,150 km",Hybrid,1200 cc,Automatic
Toyota Prado  2009 TX L Package 2.7 for Sale,"

                        Call
                  ",8.8/10,https://cache1.pakwheels.com/ad_pictures/9546/tn_toyota-prado-tx-l-package-2-7-2009-95467290.webp,2009,"102,482 km",Petrol,2700 cc,Automatic
Range Rover Vogue  2018 P400e for Sale,"

                        PKR 6.19 ",9.1/10,https://cache2.pakwheels.com/ad_pictures/8629/tn_range-rover-vogue-p400e-2-2018-86292599.webp,2018,"31,000 km",Petrol,1997 cc,Automatic
Audi e-tron  2021 50 Quattro 230 kW for Sale,"

                        PKR 2.35 ",,https://cache1.pakwheels.com/ad_pictures/9427/tn_audi-e-tron-50-quattro-230-kw-2021-94277560.webp,2021,"29,000 km",Electric,60.0 kWh,Automatic
Toyota Prius Alpha  2020 S for Sale,"

                        PKR 87 ",7.5/10,https://cache2.pakwheels.com/ad_pictures/9489/tn_toyota-prius-alpha-s-26-2020-94893218.webp,2020,"121,000 km",Petrol,1800 cc,Automatic
Mitsubishi Ek Wagon  2020  for Sale,"

                        PKR 34.5 ",,https://cache1.pakwheels.com/ad_pictures/8658/tn_mitsubishi-ek-wagon-2020-86588736.webp,2020,"38,708 km",Petrol,660 cc,Automatic
Nissan Serena  2018  for Sale,"

                        PKR 75 ",8/10,https://cache1.pakwheels.com/ad_pictures/9303/tn_nissan-serena-2018-93034920.webp,2018,"50,830 km",Hybrid,1200 cc,Automatic
Toyota Aqua  2020  for Sale,"

                        PKR 67 ",,https://cache3.pakwheels.com/ad_pictures/9525/tn_toyota-aqua-2020-95251515.webp,2020,"60,561 km",Hybrid,1500 cc,Automatic
Nissan Note  2020  for Sale,"

                        PKR 60 ",10/10,https://cache4.pakwheels.com/ad_pictures/9534/tn_nissan-note-2020-95346334.webp,2020,"55,914 km",Hybrid,1200 cc,Automatic
Nissan Serena  2018 HIGHWAY STAR for Sale,"

                        PKR 77 ",,https://cache4.pakwheels.com/ad_pictures/9496/tn_nissan-serena-highway-star-2-2018-94968644.webp,2018,"32,000 km",Hybrid,2000 cc,Automatic
Toyota Prius  2020  for Sale,"

                        PKR 92 ",9.7/10,https://cache4.pakwheels.com/ad_pictures/9527/tn_toyota-prius-2020-95271455.webp,2020,"27,944 km",Hybrid,1800 cc,Automatic
Suzuki Swift  2022 XG C Selection 1.2 for Sale,"

                        PKR 46.25 ",,https://cache3.pakwheels.com/ad_pictures/9538/tn_suzuki-swift-xg-c-selection-2022-95384791.webp,2022,"1,900 km",Petrol,1200 cc,Automatic
Lexus LX Series  2016 LX570 for Sale,"

                        Call
                  ",8.8/10,https://cache2.pakwheels.com/ad_pictures/9398/tn_lexus-lx-series-lx570-2016-93986628.webp,2016,"48,000 km",Petrol,5700 cc,Automatic
KIA Sportage  2021 AWD for Sale,"

                        PKR 72.25 ",,https://cache4.pakwheels.com/ad_pictures/9536/tn_kia-sportage-awd-2021-95361668.webp,2021,"40,000 km",Petrol,2000 cc,Automatic
Toyota Aqua  2018 S for Sale,"

                        PKR 55 ",,https://cache4.pakwheels.com/ad_pictures/9539/tn_toyota-aqua-s-15-2018-95391056.webp,2018,"91,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,"

                        PKR 78.5 ",,https://cache3.pakwheels.com/ad_pictures/9539/tn_honda-civic-1-5-vtec-turbo-oriel-2022-95397648.webp,2022,"32,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,"

                        Call
                  ",5.5/10,https://cache2.pakwheels.com/ad_pictures/8723/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2023-87235438.webp,2023,60 km,Petrol,1800 cc,Automatic
Nissan Note  2020  for Sale,"

                        PKR 62 ",,https://cache1.pakwheels.com/ad_pictures/9526/tn_nissan-note-2020-95263921.webp,2020,"9,029 km",Hybrid,1200 cc,Automatic
Honda Vezel  2018  for Sale,"

                        PKR 85 ",5.7/10,https://cache2.pakwheels.com/ad_pictures/9539/tn_honda-vezel-2018-95393195.webp,2018,"41,909 km",Hybrid,1500 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 71 ",,https://cache3.pakwheels.com/ad_pictures/9003/tn_honda-civic-oriel-1-8-i-vtec-cvt-2021-90039325.webp,2021,"2,000 km",Petrol,1800 cc,Automatic
Honda Vezel  2016 Hybrid Z for Sale,"

                        PKR 49.5 ",,https://cache2.pakwheels.com/ad_pictures/9463/tn_honda-vezel-hybrid-z-2016-94639646.webp,2016,"65,000 km",Hybrid,1500 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,"

                        Call
                  ",8.2/10,https://cache1.pakwheels.com/ad_pictures/9544/tn_toyota-c-hr-g-led-2018-95441520.webp,2018,"59,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,"

                        PKR 62.5 ",9.5/10,https://cache3.pakwheels.com/ad_pictures/9328/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2021-93285536.webp,2021,"29,000 km",Petrol,1800 cc,Automatic
Nissan Note  2020  for Sale,"

                        PKR 61 ",,https://cache2.pakwheels.com/ad_pictures/9534/tn_nissan-note-2020-95345423.webp,2020,"30,713 km",Hybrid,1200 cc,Automatic
Toyota Hilux  2022 Revo Rocco for Sale,"

                        PKR 1.42 ",9.9/10,https://cache2.pakwheels.com/ad_pictures/9132/tn_toyota-hilux-revo-rocco-2022-91323228.webp,2022,"3,958 km",Diesel,2800 cc,Automatic
Toyota C-HR  2018 S-LED for Sale,"

                        PKR 76 ",,https://cache4.pakwheels.com/ad_pictures/9553/tn_toyota-c-hr-s-led-2018-95536577.webp,2018,"135,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,"

                        PKR 51.75 ",9.4/10,https://cache2.pakwheels.com/ad_pictures/9516/tn_toyota-corolla-altis-x-automatic-1-6-2022-95163206.webp,2022,"24,000 km",Petrol,1800 cc,Automatic
Mitsubishi FUSO  2023  for Sale,"

                        PKR 74 ",,https://cache3.pakwheels.com/ad_pictures/8017/tn_mitsubishi-fuso-fv-2023-80177793.webp,2023,90 km,Diesel,4000 cc,Manual
KIA Sportage  2023 FWD for Sale,"

                        PKR 79.5 ",,https://cache4.pakwheels.com/ad_pictures/9554/tn_kia-sportage-fwd-2023-95549857.webp,2023,"2,650 km",Petrol,2000 cc,Automatic
Toyota Corolla  2020  for Sale,"

                        PKR 88 ",9.5/10,https://cache2.pakwheels.com/ad_pictures/9373/tn_toyota-corolla-2020-93739080.webp,2020,"115,000 km",Hybrid,1800 cc,Automatic
Toyota Prado  2017 TX 2.7 for Sale,"

                        PKR 2.4 ",8.6/10,https://cache2.pakwheels.com/ad_pictures/9556/tn_toyota-prado-tx-4-2017-95568298.webp,2017,"61,000 km",Petrol,2700 cc,Automatic
Nissan Dayz  2020 Highway star S hybrid X pro pilot for Sale,"

                        PKR 38 ",,https://cache1.pakwheels.com/ad_pictures/9473/tn_nissan-dayz-highway-star-s-hybrid-x-pro-pilot-2020-94739815.webp,2020,"27,000 km",Hybrid,660 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 45.5 ",4.5/10,https://cache3.pakwheels.com/ad_pictures/9550/tn_honda-civic-oriel-1-8-i-vtec-cvt-2017-95500469.webp,2017,"65,000 km",Petrol,1800 cc,Automatic
Nissan Dayz  2020 Highway star S hybrid X pro pilot for Sale,"

                        PKR 36.5 ",,https://cache1.pakwheels.com/ad_pictures/9422/tn_nissan-dayz-highway-star-s-hybrid-x-pro-pilot-2020-94226479.webp,2020,"15,000 km",Hybrid,660 cc,Automatic
Honda Vezel  2018 Hybrid RS Honda Sensing  for Sale,"

                        PKR 83 ",8.9/10,https://cache3.pakwheels.com/ad_pictures/9357/tn_honda-vezel-2018-93571756.webp,2018,"125,000 km",Petrol,1500 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 57.5 ",9/10,https://cache1.pakwheels.com/ad_pictures/9563/tn_honda-civic-oriel-1-8-i-vtec-cvt-2019-95633329.webp,2019,"48,000 km",Petrol,1800 cc,Automatic
BMW 5 Series  2004 525i for Sale,"

                        PKR 36.5 ",,https://cache1.pakwheels.com/ad_pictures/9566/tn_bmw-5-series-525i-2004-95665655.webp,2004,"110,000 km",Petrol,2500 cc,Automatic
Honda Vezel  2018  for Sale,"

                        PKR 86 ",,https://cache4.pakwheels.com/ad_pictures/9541/tn_honda-vezel-2018-95412281.webp,2018,"29,214 km",Hybrid,1500 cc,Automatic
Honda Civic 11th Generation 2022 Oriel for Sale,"

                        PKR 82.75 ",8.7/10,https://cache1.pakwheels.com/ad_pictures/9325/tn_honda-civic-oriel-2022-93257966.webp,2022,"20,900 km",Petrol,1500 cc,Automatic
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,"

                        PKR 22 ",9.7/10,https://cache1.pakwheels.com/ad_pictures/9525/tn_honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2010-95253088.webp,2010,"109,000 km",Petrol,1800 cc,Automatic
Suzuki Wagon R  2020 Hybrid FX for Sale,"

                        PKR 38.75 ",9.2/10,https://cache3.pakwheels.com/ad_pictures/9495/tn_suzuki-wagon-r-hybrid-fx-2020-94952701.webp,2020,"20,000 km",Hybrid,660 cc,Automatic
Toyota Land Cruiser  2021 ZX for Sale,"

                        PKR 5.88 ",,https://cache4.pakwheels.com/ad_pictures/9561/tn_toyota-land-cruiser-zx-2-2021-95616870.webp,2021,600 km,Petrol,4600 cc,Automatic
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,"

                        PKR 33.95 ",9.8/10,https://cache4.pakwheels.com/ad_pictures/9453/tn_honda-city-i-vtec-prosmatec-2018-94532255.webp,2018,"84,951 km",Petrol,1300 cc,Automatic
KIA Sportage  2022 AWD for Sale,"

                        PKR 78.5 ",9.8/10,https://cache4.pakwheels.com/ad_pictures/9555/tn_kia-sportage-awd-2022-v-1-95556676.webp,2022,"24,000 km",Petrol,2000 cc,Automatic
Toyota Fortuner  2021 2.8 Sigma 4 for Sale,"

                        PKR 1.55 ",,https://cache3.pakwheels.com/ad_pictures/9573/tn_toyota-fortuner-2-8-sigma-2021-95735326.webp,2021,"29,000 km",Diesel,2800 cc,Automatic
Toyota Prado  2018  for Sale,"

                        PKR 3.3 ",,https://cache4.pakwheels.com/ad_pictures/9502/tn_toyota-prado-2018-95020357.webp,2018,"32,715 km",Diesel,2800 cc,Automatic
Daihatsu Mira  2019  for Sale,"

                        PKR 34.5 ",,https://cache3.pakwheels.com/ad_pictures/7785/tn_daihatsu-mira-l-10-2019-77852043.webp,2019,"10,750 km",Petrol,660 cc,Automatic
Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,"

                        PKR 32.95 ",9.5/10,https://cache3.pakwheels.com/ad_pictures/9574/tn_toyota-corolla-gli-vvti-automatic-2016-95746139.webp,2016,"89,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,"

                        PKR 53 ",7.1/10,https://cache1.pakwheels.com/ad_pictures/9538/tn_toyota-corolla-altis-1-8-grande-automatic-2019-95389361.webp,2019,"54,000 km",Petrol,1800 cc,Automatic
Honda Fit  2016 1.5 Hybrid F Package for Sale,"

                        PKR 36.5 ",9.4/10,https://cache1.pakwheels.com/ad_pictures/9464/tn_honda-fit-f-package-2016-94640074.webp,2016,"73,000 km",Hybrid,1500 cc,Automatic
Daihatsu Mira  2020 X SA lll for Sale,"

                        PKR 35 ",,https://cache1.pakwheels.com/ad_pictures/9574/tn_daihatsu-mira-x-sa-lll-2020-95749877.webp,2020,"60,000 km",Petrol,660 cc,Automatic
Toyota Premio  2007 X 1.8 for Sale,"

                        PKR 37 ",,https://cache3.pakwheels.com/ad_pictures/9576/tn_toyota-premio-1-8l-x-2007-95765885.webp,2007,"75,000 km",Petrol,1800 cc,Automatic
Daihatsu Hijet  2017 Special for Sale,"

                        PKR 21 ",7.9/10,https://cache2.pakwheels.com/ad_pictures/8190/tn_daihatsu-hijet-van-cruise-2017-81904167.webp,2017,"152,000 km",Petrol,660 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,"

                        PKR 83 ",,https://cache4.pakwheels.com/ad_pictures/9483/tn_toyota-c-hr-g-led-2018-94830783.webp,2018,"77,786 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 Special Edition for Sale,"

                        PKR 60 ",,https://cache1.pakwheels.com/ad_pictures/8979/tn_toyota-corolla-altis-1-6-x-cvt-i-special-edition-2022-89793684.webp,2021,"48,000 km",Petrol,1598 cc,Automatic
Toyota Hilux  2022 Revo V Automatic 2.8 for Sale,"

                        PKR 1.24 ",5.5/10,https://cache4.pakwheels.com/ad_pictures/9579/tn_toyota-hilux-revo-v-automatic-2-8-2022-95794208.webp,2022,"21,000 km",Diesel,2800 cc,Automatic
Honda City 5th Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,"

                        PKR 41.75 ",5.7/10,https://cache3.pakwheels.com/ad_pictures/9493/tn_honda-city-aspire-prosmatec-2020-94938656.webp,2020,"31,000 km",Petrol,1500 cc,Automatic
Toyota Hilux  2017 Revo V Automatic 3.0  for Sale,"

                        PKR 88.5 ",7.1/10,https://cache4.pakwheels.com/ad_pictures/9581/tn_toyota-hilux-revo-v-automatic-3-0-2017-95817009.webp,2017,"60,000 km",Diesel,3000 cc,Automatic
Toyota Fortuner  2020 2.8 Sigma 4 for Sale,"

                        PKR 1.41 ",,https://cache4.pakwheels.com/ad_pictures/9583/tn_toyota-fortuner-2-8-sigma-2020-95834598.webp,2020,"89,345 km",Diesel,2800 cc,Automatic
BMW 7 Series 5th (F01) Generation 2013 ActiveHybrid 7 for Sale,"

                        PKR 1.6 ",8.2/10,https://cache3.pakwheels.com/ad_pictures/9581/tn_bmw-7-series-active-hybrid-7-2013-95811888.webp,2013,"83,000 km",Petrol,3000 cc,Automatic
Hyundai Sonata  2021 2.5 for Sale,"

                        PKR 1.02 ",7.9/10,https://cache2.pakwheels.com/ad_pictures/9573/tn_hyundai-sonata-2-5-2-2021-95731364.webp,2021,"2,000 km",Petrol,2500 cc,Automatic
Mercedes Benz S Class  2006 S350 for Sale,"

                        PKR 1.1 ",,https://cache3.pakwheels.com/ad_pictures/9533/tn_mercedes-benz-s-class-s-350-2006-95330007.webp,2006,"47,000 km",Petrol,3500 cc,Automatic
